|target.n.bnc.22|     target%1:10:00::
|fishing.n.bnc.397|     fishing%1:04:00::
|fishing.n.Finance.156|     fishing%1:04:00::
|fishing.n.bnc.398|     fishing%1:04:00::
|fishing.n.Finance.159|     fishing%1:04:00::
|fishing.n.bnc.407|     fishing%1:04:00::
|fishing.n.Finance.161|     fishing%1:04:00::
|fishing.n.bnc.412|     fishing%1:04:00::
|fishing.n.Finance.165|     fishing%1:04:00::
|fishing.n.bnc.413|     fishing%1:04:00::
|fishing.n.Finance.170|     fishing%1:04:00::
|fishing.n.bnc.454|     fishing%1:04:00::
|fishing.n.Finance.172|     fishing%1:04:00::
|fishing.n.bnc.473|     fishing%1:04:00::
|fishing.n.Finance.173|     fishing%1:04:00::
|fishing.n.bnc.474|     fishing%1:04:00::
|fishing.n.Finance.180|     fishing%1:04:00::
|fishing.n.bnc.487|     fishing%1:04:00::
|fishing.n.Finance.182|     fishing%1:04:00::
|fishing.n.bnc.536|     fishing%1:04:00::
|fishing.n.Finance.196|     fishing%1:04:00::
|fishing.n.bnc.541|     fishing%1:04:00::
|fishing.n.Finance.199|     fishing%1:04:00::
|fishing.n.bnc.556|     fishing%1:04:00::
|fishing.n.Finance.201|     fishing%1:04:00::
|fishing.n.bnc.574|     fishing%1:04:00::
|fishing.n.Finance.209|     fishing%1:04:00::
|fishing.n.bnc.583|     fishing%1:04:00::
|fishing.n.Finance.212|     fishing%1:04:00::
|fishing.n.bnc.626|     fishing%1:04:00::
|fishing.n.Finance.218|     fishing%1:04:00::
|fishing.n.bnc.684|     fishing%1:04:00::
|fishing.n.Finance.222|     fishing%1:04:00::
|fishing.n.bnc.697|     fishing%1:04:00::
|fishing.n.Finance.225|     fishing%1:04:00::
|fishing.n.bnc.698|     fishing%1:04:00::
|fishing.n.Finance.226|     fishing%1:04:00::
|fishing.n.bnc.702|     fishing%1:04:00::
|fishing.n.Finance.228|     fishing%1:04:00::
|fishing.n.bnc.716|     fishing%1:04:00::
|fishing.n.Finance.231|     fishing%1:04:00::
|fishing.n.bnc.734|     fishing%1:04:00::
|fishing.n.Finance.232|     fishing%1:04:00::
|fishing.n.bnc.741|     fishing%1:04:00::
|fishing.n.Finance.240|     fishing%1:04:00::
|fishing.n.bnc.751|     fishing%1:04:00::
|fishing.n.Finance.241|     fishing%1:04:00::
|fishing.n.bnc.788|     fishing%1:04:00::
|fishing.n.Finance.242|     fishing%1:04:00::
|fishing.n.bnc.793|     fishing%1:04:00::
|fishing.n.Finance.244|     fishing%1:04:00::
|fishing.n.bnc.826|     fishing%1:04:00::
|fishing.n.Finance.248|     fishing%1:04:00::
|fishing.n.bnc.838|     fishing%1:04:00::
|fishing.n.Finance.249|     fishing%1:04:00::
|fishing.n.bnc.846|     fishing%1:04:00::
|fishing.n.Finance.256|     fishing%1:04:00::
|fishing.n.bnc.855|     fishing%1:04:00::
|fishing.n.Finance.257|     fishing%1:04:00::
|fishing.n.bnc.856|     fishing%1:04:00::
|fishing.n.Finance.260|     fishing%1:04:00::
|fishing.n.bnc.860|     fishing%1:04:00::
|fishing.n.Finance.267|     fishing%1:04:00::
|fishing.n.bnc.867|     fishing%1:04:00::
|fishing.n.Finance.268|     fishing%1:04:00::
|fishing.n.bnc.880|     fishing%1:04:00::
|fishing.n.Finance.271|     fishing%1:04:00::
|fishing.n.bnc.897|     fishing%1:04:00::
|fishing.n.Finance.274|     fishing%1:04:00::
|fishing.n.bnc.900|     fishing%1:04:00::
|fishing.n.Finance.280|     fishing%1:04:00::
|fishing.n.bnc.903|     fishing%1:04:00::
|fishing.n.Finance.284|     fishing%1:04:00::
|fishing.n.bnc.904|     fishing%1:04:00::
|fishing.n.Finance.285|     fishing%1:04:00::
|fishing.n.bnc.905|     fishing%1:04:00::
|fishing.n.Finance.289|     fishing%1:04:00::
|fishing.n.bnc.933|     fishing%1:04:00::
|fishing.n.Finance.302|     fishing%1:04:00::
|fishing.n.bnc.961|     fishing%1:04:00::
|fishing.n.Finance.303|     fishing%1:04:00::
|fishing.n.bnc.989|     fishing%1:04:00::
|fishing.n.Finance.305|     fishing%1:04:00::
|fishing.n.bnc.1002|     fishing%1:04:00::
|fishing.n.Finance.311|     fishing%1:04:00::
|fishing.n.bnc.1020|     fishing%1:04:00::
|fishing.n.Finance.312|     fishing%1:04:00::
|fishing.n.bnc.1027|     fishing%1:04:00::
|fishing.n.Finance.324|     fishing%1:04:00::
|fishing.n.bnc.1033|     fishing%1:04:00::
|fishing.n.Finance.326|     fishing%1:04:00::
|fishing.n.bnc.1037|     fishing%1:04:00::
|fishing.n.Finance.329|     fishing%1:04:00::
|fishing.n.bnc.1060|     fishing%1:04:00::
|fishing.n.Finance.331|     fishing%1:04:00::
|fishing.n.bnc.1061|     fishing%1:04:00::
|fishing.n.Finance.345|     fishing%1:04:00::
|fishing.n.bnc.1077|     fishing%1:04:00::
|fishing.n.Finance.347|     fishing%1:04:00::
|fishing.n.bnc.1082|     fishing%1:04:00::
|fishing.n.Finance.349|     fishing%1:04:00::
|fishing.n.bnc.1085|     fishing%1:04:00::
|fishing.n.Finance.351|     fishing%1:04:00::
|club.n.bnc.171|     club%1:14:01::
|club.n.Finance.7|     club%1:14:01::
|club.n.Sports.37|     club%1:14:01::
|club.n.bnc.286|     club%1:14:01::
|club.n.Finance.24|     not found
|club.n.Sports.115|     club%1:14:01::
|club.n.bnc.362|     club%1:14:01::
|club.n.Finance.68|     club%1:14:01::
|club.n.Sports.357|     club%1:14:01::
|club.n.bnc.376|     club%1:14:01::
|club.n.Finance.108|     club%1:14:01::
|club.n.Sports.430|     not found
|club.n.bnc.440|     club%1:14:01::
|club.n.Finance.112|     club%1:14:01::
|club.n.Sports.440|     club%1:14:01::
|club.n.bnc.558|     club%1:14:01::
|club.n.Finance.127|     club%1:14:01::
|club.n.Sports.556|     club%1:14:01::
|club.n.bnc.646|     club%1:14:01::
|club.n.Finance.138|     club%1:14:01::
|club.n.Sports.573|     club%1:14:01::
|club.n.bnc.685|     club%1:14:01::
|club.n.Finance.159|     club%1:14:01::
|club.n.Sports.605|     club%1:14:01::
|club.n.bnc.706|     club%1:14:01::
|club.n.Finance.192|     not found
|club.n.Sports.824|     club%1:14:01::
|club.n.bnc.866|     club%1:14:01::
|club.n.Finance.223|     club%1:14:01::
|club.n.Sports.894|     club%1:14:01::
|club.n.bnc.1273|     club%1:14:01::
|club.n.Finance.248|     club%1:14:01::
|club.n.Sports.914|     not found
|club.n.bnc.1316|     club%1:14:01::
|club.n.Finance.265|     club%1:14:01::
|club.n.Sports.965|     club%1:14:01::
|club.n.bnc.1494|     club%1:14:01::
|club.n.Finance.266|     club%1:14:01::
|club.n.Sports.1103|     not found
|club.n.bnc.1514|     club%1:14:01::
|club.n.Finance.290|     club%1:14:01::
|club.n.Sports.1269|     club%1:14:01::
|club.n.bnc.1571|     club%1:14:01::
|club.n.Finance.322|     club%1:14:01::
|club.n.Sports.1313|     not found
|club.n.bnc.1614|     club%1:14:01::
|club.n.Finance.342|     club%1:14:01::
|club.n.Sports.1393|     club%1:14:01::
|club.n.bnc.1666|     club%1:14:01::
|club.n.Finance.351|     club%1:14:01::
|club.n.Sports.1403|     club%1:14:01::
|club.n.bnc.1878|     club%1:14:01::
|club.n.Finance.370|     club%1:14:01::
|club.n.Sports.1525|     club%1:14:01::
|club.n.bnc.1890|     club%1:14:01::
|club.n.Finance.379|     club%1:14:01::
|club.n.Sports.1594|     not found
|club.n.bnc.1944|     club%1:14:01::
|club.n.Finance.396|     club%1:14:01::
|club.n.Sports.1842|     club%1:14:01::
|club.n.bnc.2031|     club%1:14:01::
|club.n.Finance.399|     club%1:14:01::
|club.n.Sports.2225|     club%1:14:01::
|club.n.bnc.2137|     club%1:14:01::
|club.n.Finance.406|     club%1:14:01::
|club.n.Sports.2233|     club%1:14:01::
|club.n.bnc.2150|     club%1:14:01::
|club.n.Finance.416|     club%1:14:01::
|club.n.Sports.2253|     club%1:14:01::
|club.n.bnc.2166|     club%1:14:01::
|club.n.Finance.436|     club%1:14:01::
|club.n.Sports.2357|     club%1:14:01::
|club.n.bnc.2257|     club%1:14:01::
|club.n.Finance.484|     club%1:14:01::
|club.n.Sports.2468|     club%1:14:01::
|club.n.bnc.2268|     club%1:14:01::
|club.n.Finance.494|     club%1:14:01::
|club.n.Sports.2489|     club%1:14:01::
|club.n.bnc.2346|     club%1:14:01::
|club.n.Finance.509|     club%1:14:01::
|club.n.Sports.2527|     club%1:14:01::
|club.n.bnc.2394|     club%1:14:01::
|club.n.Finance.512|     club%1:14:01::
|club.n.Sports.3013|     club%1:14:01::
|club.n.bnc.2455|     club%1:14:01::
|club.n.Finance.519|     club%1:14:01::
|club.n.Sports.3071|     club%1:14:01::
|club.n.bnc.2523|     club%1:14:01::
|club.n.Finance.554|     club%1:14:01::
|club.n.Sports.3102|     club%1:14:01::
|club.n.bnc.2545|     club%1:14:01::
|club.n.Finance.559|     club%1:14:01::
|club.n.Sports.3129|     not found
|club.n.bnc.2583|     club%1:14:01::
|club.n.Finance.600|     club%1:14:01::
|club.n.Sports.3358|     club%1:14:01::
|club.n.bnc.2692|     club%1:14:01::
|club.n.Finance.617|     club%1:14:01::
|club.n.Sports.3363|     not found
|club.n.bnc.2724|     club%1:14:01::
|club.n.Finance.649|     club%1:14:01::
|club.n.Sports.3470|     club%1:14:01::
|club.n.bnc.2967|     club%1:14:01::
|club.n.Finance.665|     club%1:14:01::
|club.n.Sports.3599|     not found
|club.n.bnc.2968|     club%1:14:01::
|club.n.Finance.673|     club%1:14:01::
|club.n.Sports.4233|     not found
|club.n.bnc.2997|     club%1:14:01::
|club.n.Finance.683|     club%1:14:01::
|club.n.Sports.4459|     not found
|club.n.bnc.3016|     club%1:14:01::
|club.n.Finance.689|     club%1:14:01::
|club.n.Sports.4484|     club%1:14:01::
|club.n.bnc.3107|     club%1:14:01::
|club.n.Finance.703|     club%1:14:01::
|club.n.Sports.4489|     club%1:14:01::
|club.n.bnc.3164|     club%1:14:01::
|club.n.Finance.706|     not found
|club.n.Sports.4530|     club%1:14:01::
|club.n.bnc.3167|     club%1:14:01::
|club.n.Finance.719|     not found
|club.n.Sports.4673|     club%1:14:01::
|club.n.bnc.3288|     club%1:14:01::
|club.n.Finance.755|     club%1:14:01::
|club.n.Sports.4791|     not found
|club.n.bnc.3347|     club%1:14:01::
|club.n.Finance.778|     club%1:14:01::
|club.n.Sports.4927|     club%1:14:01::
|club.n.bnc.3356|     club%1:14:01::
|club.n.Finance.789|     club%1:14:01::
|club.n.Sports.5036|     club%1:14:01::
|club.n.bnc.3420|     club%1:14:01::
|club.n.Finance.806|     not found
|club.n.Sports.5183|     club%1:14:01::
|club.n.bnc.3498|     club%1:14:01::
|club.n.Finance.820|     club%1:14:01::
|club.n.Sports.5216|     club%1:14:01::
|club.n.bnc.3649|     club%1:14:01::
|club.n.Finance.823|     club%1:14:01::
|club.n.Sports.5248|     club%1:14:01::
|club.n.bnc.3690|     club%1:14:01::
|club.n.Finance.845|     not found
|club.n.Sports.5296|     not found
|club.n.bnc.3714|     club%1:14:01::
|club.n.Finance.874|     club%1:14:01::
|club.n.Sports.5327|     club%1:14:01::
|club.n.bnc.3765|     club%1:14:01::
|club.n.Finance.959|     club%1:14:01::
|club.n.Sports.5373|     club%1:14:01::
|club.n.bnc.3930|     club%1:14:01::
|club.n.Finance.960|     club%1:14:01::
|club.n.Sports.5411|     club%1:14:01::
|club.n.bnc.4026|     club%1:14:01::
|club.n.Finance.999|     not found
|club.n.Sports.5636|     club%1:14:01::
|club.n.bnc.4078|     club%1:14:01::
|club.n.Finance.1008|     not found
|club.n.Sports.5691|     club%1:14:01::
|club.n.bnc.4147|     club%1:14:01::
|club.n.Finance.1011|     club%1:14:01::
|club.n.Sports.5699|     club%1:14:01::
|club.n.bnc.4155|     club%1:14:01::
|club.n.Finance.1140|     club%1:14:01::
|club.n.Sports.5725|     club%1:14:01::
|club.n.bnc.4166|     club%1:14:01::
|club.n.Finance.1154|     club%1:14:01::
|club.n.Sports.5846|     club%1:14:01::
|club.n.bnc.4207|     club%1:14:01::
|club.n.Finance.1182|     club%1:14:01::
|club.n.Sports.5923|     club%1:14:01::
|club.n.bnc.4211|     club%1:14:01::
|club.n.Finance.1197|     not found
|club.n.Sports.6586|     not found
|club.n.bnc.4485|     club%1:14:01::
|club.n.Finance.1200|     club%1:14:01::
|club.n.Sports.6637|     club%1:14:01::
|club.n.bnc.4694|     club%1:14:01::
|club.n.Finance.1229|     club%1:14:01::
|club.n.Sports.6671|     club%1:14:01::
|club.n.bnc.4878|     club%1:14:01::
|club.n.Finance.1230|     club%1:14:01::
|club.n.Sports.6773|     club%1:14:01::
|club.n.bnc.4921|     club%1:14:01::
|club.n.Finance.1246|     club%1:14:01::
|club.n.Sports.6928|     club%1:14:01::
|club.n.bnc.4933|     club%1:14:01::
|club.n.Finance.1271|     club%1:14:01::
|club.n.Sports.6981|     club%1:14:01::
|club.n.bnc.4979|     club%1:14:01::
|club.n.Finance.1296|     club%1:14:01::
|club.n.Sports.7118|     club%1:14:01::
|club.n.bnc.5190|     club%1:14:01::
|club.n.Finance.1303|     club%1:14:01::
|club.n.Sports.7182|     club%1:14:01::
|club.n.bnc.5223|     club%1:14:01::
|club.n.Finance.1322|     club%1:14:01::
|club.n.Sports.7329|     club%1:14:01::
|club.n.bnc.5265|     club%1:14:01::
|club.n.Finance.1332|     club%1:14:01::
|club.n.Sports.7400|     club%1:14:01::
|club.n.bnc.5271|     club%1:14:01::
|club.n.Finance.1341|     club%1:14:01::
|club.n.Sports.7524|     not found
|club.n.bnc.5362|     club%1:14:01::
|club.n.Finance.1348|     club%1:14:01::
|club.n.Sports.7951|     club%1:14:01::
|club.n.bnc.5375|     club%1:14:01::
|club.n.Finance.1372|     club%1:14:01::
|club.n.Sports.8049|     club%1:14:01::
|club.n.bnc.5390|     club%1:14:01::
|club.n.Finance.1379|     club%1:14:01::
|club.n.Sports.8301|     club%1:14:01::
|club.n.bnc.5428|     club%1:14:01::
|club.n.Finance.1382|     not found
|club.n.Sports.8393|     not found
|club.n.bnc.5591|     club%1:14:01::
|club.n.Finance.1398|     club%1:14:01::
|club.n.Sports.8546|     not found
|club.n.bnc.5615|     club%1:14:01::
|club.n.Finance.1410|     club%1:14:01::
|club.n.Sports.8586|     club%1:14:01::
|club.n.bnc.5655|     club%1:14:01::
|club.n.Finance.1431|     club%1:14:01::
|club.n.Sports.8767|     club%1:14:01::
|club.n.bnc.5791|     club%1:14:01::
|club.n.Finance.1453|     club%1:14:01::
|club.n.Sports.8928|     club%1:14:01::
|club.n.bnc.5805|     club%1:14:01::
|club.n.Finance.1454|     club%1:14:01::
|club.n.Sports.9139|     club%1:14:01::
|club.n.bnc.5977|     club%1:14:01::
|club.n.Finance.1457|     club%1:14:01::
|club.n.Sports.9230|     club%1:14:01::
|club.n.bnc.5997|     club%1:14:01::
|club.n.Finance.1473|     club%1:14:01::
|club.n.Sports.9256|     club%1:14:01::
|club.n.bnc.6145|     club%1:14:01::
|club.n.Finance.1513|     club%1:14:01::
|club.n.Sports.9269|     club%1:14:01::
|club.n.bnc.6176|     club%1:14:01::
|club.n.Finance.1516|     club%1:14:01::
|club.n.Sports.9388|     not found
|club.n.bnc.6193|     club%1:14:01::
|club.n.Finance.1518|     club%1:14:01::
|club.n.Sports.9401|     not found
|club.n.bnc.6283|     club%1:14:01::
|club.n.Finance.1553|     club%1:14:01::
|club.n.Sports.9405|     club%1:14:01::
|club.n.bnc.6332|     club%1:14:01::
|club.n.Finance.1566|     club%1:14:01::
|club.n.Sports.9445|     club%1:14:01::
|club.n.bnc.6371|     club%1:14:01::
|club.n.Finance.1621|     club%1:14:01::
|club.n.Sports.9446|     club%1:14:01::
|club.n.bnc.6406|     club%1:14:01::
|club.n.Finance.1648|     club%1:14:01::
|club.n.Sports.9534|     club%1:14:01::
|club.n.bnc.6554|     club%1:14:01::
|club.n.Finance.1649|     club%1:14:01::
|club.n.Sports.9598|     club%1:14:01::
|club.n.bnc.6586|     club%1:14:01::
|club.n.Finance.1657|     club%1:14:01::
|club.n.Sports.9847|     club%1:14:01::
|club.n.bnc.6612|     club%1:14:01::
|club.n.Finance.1667|     club%1:14:01::
|club.n.Sports.9948|     club%1:14:01::
|club.n.bnc.6648|     club%1:14:01::
|club.n.Finance.1689|     club%1:14:01::
|club.n.Sports.9949|     club%1:14:01::
|club.n.bnc.6666|     club%1:14:01::
|club.n.Finance.1693|     club%1:14:01::
|club.n.Sports.10005|     club%1:14:01::
|club.n.bnc.6804|     club%1:14:01::
|club.n.Finance.1714|     club%1:14:01::
|club.n.Sports.10014|     not found
|club.n.bnc.6824|     club%1:14:01::
|club.n.Finance.1732|     club%1:14:01::
|club.n.Sports.10299|     club%1:14:01::
|club.n.bnc.6904|     club%1:14:01::
|club.n.Finance.1746|     club%1:14:01::
|club.n.Sports.10362|     club%1:14:01::
|club.n.bnc.7041|     club%1:14:01::
|club.n.Finance.1760|     club%1:14:01::
|club.n.Sports.10841|     club%1:14:01::
|club.n.bnc.7051|     club%1:14:01::
|club.n.Finance.1762|     club%1:14:01::
|club.n.Sports.10946|     club%1:14:01::
|club.n.bnc.7062|     club%1:14:01::
|club.n.Finance.1784|     club%1:14:01::
|club.n.Sports.10982|     club%1:14:01::
|club.n.bnc.7148|     club%1:14:01::
|club.n.Finance.1791|     club%1:14:01::
|club.n.Sports.11097|     club%1:14:01::
|club.n.bnc.7208|     club%1:14:01::
|club.n.Finance.1804|     club%1:14:01::
|club.n.Sports.11117|     club%1:14:01::
|club.n.bnc.7272|     club%1:14:01::
|club.n.Finance.1809|     club%1:14:01::
|club.n.Sports.11131|     club%1:14:01::
|division.n.bnc.13|     division%1:14:00::
|division.n.Finance.39|     division%1:14:00::
|division.n.Sports.206|     division%1:14:00::
|division.n.bnc.22|     division%1:14:00::
|division.n.Finance.53|     division%1:14:00::
|division.n.Sports.241|     division%1:14:00::
|division.n.bnc.59|     division%1:14:00::
|division.n.Finance.62|     not found
|division.n.Sports.249|     not found
|division.n.bnc.94|     division%1:14:00::
|division.n.Finance.87|     not found
|division.n.Sports.435|     division%1:14:00::
|division.n.bnc.95|     division%1:14:00::
|division.n.Finance.100|     division%1:14:00::
|division.n.Sports.581|     division%1:14:00::
|division.n.bnc.158|     division%1:14:00::
|division.n.Finance.110|     division%1:14:00::
|division.n.Sports.979|     division%1:14:00::
|division.n.bnc.314|     division%1:14:00::
|division.n.Finance.120|     not found
|division.n.Sports.1030|     division%1:14:00::
|division.n.bnc.325|     division%1:14:00::
|division.n.Finance.135|     division%1:14:00::
|division.n.Sports.1248|     not found
|division.n.bnc.394|     division%1:14:00::
|division.n.Finance.136|     not found
|division.n.Sports.1538|     division%1:14:00::
|division.n.bnc.422|     division%1:14:00::
|division.n.Finance.163|     division%1:14:00::
|division.n.Sports.1882|     division%1:14:00::
|division.n.bnc.457|     division%1:14:00::
|division.n.Finance.170|     division%1:14:00::
|division.n.Sports.1906|     division%1:14:00::
|division.n.bnc.458|     division%1:14:00::
|division.n.Finance.185|     division%1:14:00::
|division.n.Sports.2139|     division%1:14:00::
|division.n.bnc.474|     division%1:14:00::
|division.n.Finance.210|     division%1:14:00::
|division.n.Sports.2190|     division%1:14:00::
|division.n.bnc.568|     division%1:14:00::
|division.n.Finance.234|     division%1:14:00::
|division.n.Sports.2745|     division%1:14:00::
|division.n.bnc.639|     division%1:14:00::
|division.n.Finance.289|     division%1:14:00::
|division.n.Sports.2818|     division%1:14:00::
|division.n.bnc.682|     division%1:14:00::
|division.n.Finance.304|     division%1:14:00::
|division.n.Sports.2915|     division%1:14:00::
|division.n.bnc.708|     division%1:14:00::
|division.n.Finance.311|     division%1:14:00::
|division.n.Sports.2995|     division%1:14:00::
|division.n.bnc.746|     division%1:14:00::
|division.n.Finance.329|     division%1:14:00::
|division.n.Sports.3100|     not found
|division.n.bnc.762|     division%1:14:00::
|division.n.Finance.332|     division%1:14:00::
|division.n.Sports.3244|     division%1:14:00::
|division.n.bnc.803|     division%1:14:00::
|division.n.Finance.338|     division%1:14:00::
|division.n.Sports.3247|     division%1:14:00::
|division.n.bnc.921|     division%1:14:00::
|division.n.Finance.345|     division%1:14:00::
|division.n.Sports.3455|     division%1:14:00::
|division.n.bnc.936|     division%1:14:00::
|division.n.Finance.364|     not found
|division.n.Sports.3469|     division%1:14:00::
|division.n.bnc.963|     division%1:14:00::
|division.n.Finance.367|     not found
|division.n.Sports.3544|     division%1:14:00::
|division.n.bnc.998|     division%1:14:00::
|division.n.Finance.372|     division%1:14:00::
|division.n.Sports.3567|     division%1:14:00::
|division.n.bnc.1027|     division%1:14:00::
|division.n.Finance.419|     not found
|division.n.Sports.3596|     division%1:14:00::
|division.n.bnc.1070|     division%1:14:00::
|division.n.Finance.442|     division%1:14:00::
|division.n.Sports.3598|     division%1:14:00::
|division.n.bnc.1074|     division%1:14:00::
|division.n.Finance.487|     division%1:14:00::
|division.n.Sports.3665|     division%1:14:00::
|division.n.bnc.1093|     division%1:14:00::
|division.n.Finance.498|     division%1:14:00::
|division.n.Sports.3677|     division%1:14:00::
|division.n.bnc.1146|     division%1:14:00::
|division.n.Finance.544|     division%1:14:00::
|division.n.Sports.3960|     division%1:14:00::
|division.n.bnc.1151|     division%1:14:00::
|division.n.Finance.582|     not found
|division.n.Sports.4166|     division%1:14:00::
|division.n.bnc.1154|     division%1:14:00::
|division.n.Finance.618|     division%1:14:00::
|division.n.Sports.4184|     division%1:14:00::
|division.n.bnc.1212|     division%1:14:00::
|division.n.Finance.638|     division%1:14:00::
|division.n.Sports.4197|     division%1:14:00::
|division.n.bnc.1315|     division%1:14:00::
|division.n.Finance.664|     division%1:14:00::
|division.n.Sports.4265|     division%1:14:00::
|division.n.bnc.1327|     division%1:14:00::
|division.n.Finance.682|     division%1:14:00::
|division.n.Sports.4375|     division%1:14:00::
|division.n.bnc.1347|     division%1:14:00::
|division.n.Finance.690|     division%1:14:00::
|division.n.Sports.4446|     division%1:14:00::
|division.n.bnc.1350|     division%1:14:00::
|division.n.Finance.700|     division%1:14:00::
|division.n.Sports.4630|     division%1:14:00::
|division.n.bnc.1362|     division%1:14:00::
|division.n.Finance.706|     division%1:14:00::
|division.n.Sports.4743|     division%1:14:00::
|division.n.bnc.1398|     division%1:14:00::
|division.n.Finance.736|     division%1:14:00::
|division.n.Sports.4830|     division%1:14:00::
|division.n.bnc.1400|     division%1:14:00::
|division.n.Finance.740|     division%1:14:00::
|division.n.Sports.5030|     division%1:14:00::
|division.n.bnc.1576|     division%1:14:00::
|division.n.Finance.755|     division%1:14:00::
|division.n.Sports.5268|     division%1:14:00::
|division.n.bnc.1647|     division%1:14:00::
|division.n.Finance.756|     division%1:14:00::
|division.n.Sports.5505|     not found
|division.n.bnc.1698|     division%1:14:00::
|division.n.Finance.760|     division%1:14:00::
|division.n.Sports.5627|     division%1:14:00::
|division.n.bnc.1757|     division%1:14:00::
|division.n.Finance.762|     division%1:14:00::
|division.n.Sports.6060|     division%1:14:00::
|division.n.bnc.1794|     division%1:14:00::
|division.n.Finance.770|     not found
|division.n.Sports.6160|     division%1:14:00::
|division.n.bnc.1867|     division%1:14:00::
|division.n.Finance.786|     division%1:14:00::
|division.n.Sports.6202|     division%1:14:00::
|division.n.bnc.1896|     division%1:14:00::
|division.n.Finance.793|     division%1:14:00::
|division.n.Sports.6476|     division%1:14:00::
|division.n.bnc.1959|     division%1:14:00::
|division.n.Finance.855|     division%1:14:00::
|division.n.Sports.6541|     division%1:14:00::
|division.n.bnc.1962|     division%1:14:00::
|division.n.Finance.860|     division%1:14:00::
|division.n.Sports.6570|     division%1:14:00::
|division.n.bnc.1965|     division%1:14:00::
|division.n.Finance.893|     division%1:14:00::
|division.n.Sports.6575|     division%1:14:00::
|division.n.bnc.1977|     division%1:14:00::
|division.n.Finance.895|     not found
|division.n.Sports.6646|     division%1:14:00::
|division.n.bnc.2003|     division%1:14:00::
|division.n.Finance.901|     division%1:14:00::
|division.n.Sports.6771|     division%1:14:00::
|division.n.bnc.2128|     division%1:14:00::
|division.n.Finance.912|     division%1:14:00::
|division.n.Sports.6835|     division%1:14:00::
|division.n.bnc.2201|     division%1:14:00::
|division.n.Finance.923|     division%1:14:00::
|division.n.Sports.6958|     division%1:14:00::
|division.n.bnc.2238|     division%1:14:00::
|division.n.Finance.936|     division%1:14:00::
|division.n.Sports.6959|     division%1:14:00::
|division.n.bnc.2256|     division%1:14:00::
|division.n.Finance.941|     division%1:14:00::
|division.n.Sports.6973|     division%1:14:00::
|division.n.bnc.2327|     division%1:14:00::
|division.n.Finance.984|     division%1:14:00::
|division.n.Sports.7082|     not found
|division.n.bnc.2336|     division%1:14:00::
|division.n.Finance.986|     division%1:14:00::
|division.n.Sports.7083|     division%1:14:00::
|division.n.bnc.2339|     division%1:14:00::
|division.n.Finance.1015|     division%1:14:00::
|division.n.Sports.7147|     division%1:14:00::
|division.n.bnc.2428|     division%1:14:00::
|division.n.Finance.1020|     division%1:14:00::
|division.n.Sports.7208|     division%1:14:00::
|division.n.bnc.2488|     division%1:14:00::
|division.n.Finance.1164|     division%1:14:00::
|division.n.Sports.7211|     division%1:14:00::
|division.n.bnc.2519|     division%1:14:00::
|division.n.Finance.1170|     division%1:14:00::
|division.n.Sports.7276|     division%1:14:00::
|division.n.bnc.2593|     division%1:14:00::
|division.n.Finance.1177|     division%1:14:00::
|division.n.Sports.7402|     division%1:14:00::
|division.n.bnc.2597|     division%1:14:00::
|division.n.Finance.1189|     division%1:14:00::
|division.n.Sports.7479|     division%1:14:00::
|division.n.bnc.2603|     division%1:14:00::
|division.n.Finance.1193|     division%1:14:00::
|division.n.Sports.7527|     division%1:14:00::
|division.n.bnc.2739|     division%1:14:00::
|division.n.Finance.1199|     division%1:14:00::
|division.n.Sports.7528|     division%1:14:00::
|division.n.bnc.2798|     division%1:14:00::
|division.n.Finance.1208|     not found
|division.n.Sports.7599|     division%1:14:00::
|division.n.bnc.2821|     division%1:14:00::
|division.n.Finance.1233|     division%1:14:00::
|division.n.Sports.7724|     division%1:14:00::
|division.n.bnc.2840|     division%1:14:00::
|division.n.Finance.1274|     division%1:14:00::
|division.n.Sports.7759|     division%1:14:00::
|division.n.bnc.2847|     division%1:14:00::
|division.n.Finance.1305|     division%1:14:00::
|division.n.Sports.8307|     division%1:14:00::
|division.n.bnc.2848|     division%1:14:00::
|division.n.Finance.1309|     division%1:14:00::
|division.n.Sports.8378|     division%1:14:00::
|division.n.bnc.2882|     division%1:14:00::
|division.n.Finance.1323|     division%1:14:00::
|division.n.bnc.2911|     division%1:14:00::
|division.n.Finance.1353|     not found
|division.n.bnc.2927|     division%1:14:00::
|division.n.Finance.1368|     division%1:14:00::
|division.n.bnc.3059|     division%1:14:00::
|division.n.Finance.1370|     division%1:14:00::
|division.n.bnc.3072|     division%1:14:00::
|division.n.Finance.1392|     division%1:14:00::
|division.n.bnc.3088|     division%1:14:00::
|division.n.Finance.1398|     division%1:14:00::
|division.n.bnc.3123|     division%1:14:00::
|division.n.Finance.1416|     division%1:14:00::
|division.n.bnc.3175|     division%1:14:00::
|division.n.Finance.1436|     division%1:14:00::
|division.n.bnc.3210|     division%1:14:00::
|division.n.Finance.1465|     division%1:14:00::
|division.n.bnc.3346|     division%1:14:00::
|division.n.Finance.1492|     division%1:14:00::
|division.n.bnc.3364|     division%1:14:00::
|division.n.Finance.1504|     division%1:14:00::
|division.n.bnc.3377|     division%1:14:00::
|division.n.Finance.1518|     not found
|division.n.bnc.3523|     division%1:14:00::
|division.n.Finance.1521|     division%1:14:00::
|division.n.bnc.3548|     division%1:14:00::
|division.n.Finance.1532|     not found
|division.n.bnc.3558|     division%1:14:00::
